Sexo;Comunidades y Ciudades Autónomas;Nacionalidad;Periodo;Total
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2021;156,3
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2020;159,9
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2019;147,3
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2018;135,1
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2017;119,2
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2016;114,9
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2015;109,1
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2014;116,5
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2013;123,6
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2012;109,9
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2011;111,5
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2010;135,4
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2009;142,5
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2008;136,4
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2007;123
Ambos sexos;04 Balears, Illes;Extranjera: No pertenecientes a la Unión Europea;2006;118,6
Ambos sexos;05 Canarias;Total;2022;2.247,5
Ambos sexos;05 Canarias;Total;2021;2.231,8
Ambos sexos;05 Canarias;Total;2020;2.229,9
Ambos sexos;05 Canarias;Total;2019;2.208,4
Ambos sexos;05 Canarias;Total;2018;2.172,4
Ambos sexos;05 Canarias;Total;2017;2.136,1
Ambos sexos;05 Canarias;Total;2016;2.116,7
Ambos sexos;05 Canarias;Total;2015;2.117,4
Ambos sexos;05 Canarias;Total;2014;2.107,2
Ambos sexos;05 Canarias;Total;2013;2.098,3
Ambos sexos;05 Canarias;Total;2012;2.082
Ambos sexos;05 Canarias;Total;2011;2.062,9
Ambos sexos;05 Canarias;Total;2010;2.042,4
Ambos sexos;05 Canarias;Total;2009;2.023,6
Ambos sexos;05 Canarias;Total;2008;1.999
Ambos sexos;05 Canarias;Total;2007;1.958,3
Ambos sexos;05 Canarias;Total;2006;1.912,2
Ambos sexos;05 Canarias;Española;2022;1.874,8
Ambos sexos;05 Canarias;Española;2021;1.868,1
Ambos sexos;05 Canarias;Española;2020;1.886,3
Ambos sexos;05 Canarias;Española;2019;1.883,6
Ambos sexos;05 Canarias;Española;2018;1.872,5
Ambos sexos;05 Canarias;Española;2017;1.860,8
Ambos sexos;05 Canarias;Española;2016;1.849,1
Ambos sexos;05 Canarias;Española;2015;1.847,8
Ambos sexos;05 Canarias;Española;2014;1.843,3
Ambos sexos;05 Canarias;Española;2013;1.830,8
Ambos sexos;05 Canarias;Española;2012;1.816,7
Ambos sexos;05 Canarias;Española;2011;1.799,5
Ambos sexos;05 Canarias;Española;2010;1.781,1
Ambos sexos;05 Canarias;Española;2009;1.762,7
Ambos sexos;05 Canarias;Española;2008;1.744,8
Ambos sexos;05 Canarias;Española;2007;1.725,4
Ambos sexos;05 Canarias;Española;2006;1.705,4
Ambos sexos;05 Canarias;Extranjera: Total;2022;372,7
Ambos sexos;05 Canarias;Extranjera: Total;2021;363,7
Ambos sexos;05 Canarias;Extranjera: Total;2020;343,6
Ambos sexos;05 Canarias;Extranjera: Total;2019;324,8
Ambos sexos;05 Canarias;Extranjera: Total;2018;299,9
Ambos sexos;05 Canarias;Extranjera: Total;2017;275,3
Ambos sexos;05 Canarias;Extranjera: Total;2016;267,6
Ambos sexos;05 Canarias;Extranjera: Total;2015;269,6
Ambos sexos;05 Canarias;Extranjera: Total;2014;263,9
Ambos sexos;05 Canarias;Extranjera: Total;2013;267,5
Ambos sexos;05 Canarias;Extranjera: Total;2012;265,3
Ambos sexos;05 Canarias;Extranjera: Total;2011;263,3
Ambos sexos;05 Canarias;Extranjera: Total;2010;261,3
Ambos sexos;05 Canarias;Extranjera: Total;2009;260,9
Ambos sexos;05 Canarias;Extranjera: Total;2008;254,2
Ambos sexos;05 Canarias;Extranjera: Total;2007;232,8
Ambos sexos;05 Canarias;Extranjera: Total;2006;206,8
Ambos sexos;05 Canarias;Extranjera: Unión Europea;2022;155,6
Ambos sexos;05 Canarias;Extranjera: Unión Europea;2021;164,6
Ambos sexos;05 Canarias;Extranjera: Unión Europea;2020;123,1
Ambos sexos;05 Canarias;Extranjera: Unión Europea;2019;124,4
Ambos sexos;05 Canarias;Extranjera: Unión Europea;2018;119,6
Ambos sexos;05 Canarias;Extranjera: Unión Europea;2017;139,2
Ambos sexos;05 Canarias;Extranjera: Unión Europea;2016;126,7
Ambos sexos;05 Canarias;Extranjera: Unión Europea;2015;120,4
Ambos sexos;05 Canarias;Extranjera: Unión Europea;2014;116,8
Ambos sexos;05 Canarias;Extranjera: Unión Europea;2013;97,3
Ambos sexos;05 Canarias;Extranjera: Unión Europea;2012;88
Ambos sexos;05 Canarias;Extranjera: Unión Europea;2011;68,9
Ambos sexos;05 Canarias;Extranjera: Unión Europea;2010;82,4
Ambos sexos;05 Canarias;Extranjera: Unión Europea;2009;73,5
Ambos sexos;05 Canarias;Extranjera: Unión Europea;2008;67,7
Ambos sexos;05 Canarias;Extranjera: Unión Europea;2007;67
Ambos sexos;05 Canarias;Extranjera: Unión Europea;2006;56,2
Ambos sexos;05 Canarias;Extranjera: No pertenecientes a la Unión Europea;2022;217,2
Ambos sexos;05 Canarias;Extranjera: No pertenecientes a la Unión Europea;2021;199,1
Ambos sexos;05 Canarias;Extranjera: No pertenecientes a la Unión Europea;2020;220,5
Ambos sexos;05 Canarias;Extranjera: No pertenecientes a la Unión Europea;2019;200,4
Ambos sexos;05 Canarias;Extranjera: No pertenecientes a la Unión Europea;2018;180,3
Ambos sexos;05 Canarias;Extranjera: No pertenecientes a la Unión Europea;2017;136,1
Ambos sexos;05 Canarias;Extranjera: No pertenecientes a la Unión Europea;2016;140,9
Ambos sexos;05 Canarias;Extranjera: No pertenecientes a la Unión Europea;2015;149,2
Ambos sexos;05 Canarias;Extranjera: No pertenecientes a la Unión Europea;2014;147,1
Ambos sexos;05 Canarias;Extranjera: No pertenecientes a la Unión Europea;2013;170,2
Ambos sexos;05 Canarias;Extranjera: No pertenecientes a la Unión Europea;2012;177,3
Ambos sexos;05 Canarias;Extranjera: No pertenecientes a la Unión Europea;2011;194,4
Ambos sexos;05 Canarias;Extranjera: No pertenecientes a la Unión Europea;2010;178,9
Ambos sexos;05 Canarias;Extranjera: No pertenecientes a la Unión Europea;2009;187,4
Ambos sexos;05 Canarias;Extranjera: No pertenecientes a la Unión Europea;2008;186,5
Ambos sexos;05 Canarias;Extranjera: No pertenecientes a la Unión Europea;2007;165,8
Ambos sexos;05 Canarias;Extranjera: No pertenecientes a la Unión Europea;2006;150,6
Ambos sexos;06 Cantabria;Total;2022;578,4
Ambos sexos;06 Cantabria;Total;2021;577,7
Ambos sexos;06 Cantabria;Total;2020;576,6
Ambos sexos;06 Cantabria;Total;2019;576
Ambos sexos;06 Cantabria;Total;2018;575,4
Ambos sexos;06 Cantabria;Total;2017;575,5
Ambos sexos;06 Cantabria;Total;2016;576,2
Ambos sexos;06 Cantabria;Total;2015;578,3
Ambos sexos;06 Cantabria;Total;2014;580,5
Ambos sexos;06 Cantabria;Total;2013;582,8
Ambos sexos;06 Cantabria;Total;2012;585,4
Ambos sexos;06 Cantabria;Total;2011;585,9
Ambos sexos;06 Cantabria;Total;2010;584,1
Ambos sexos;06 Cantabria;Total;2009;581,2
Ambos sexos;06 Cantabria;Total;2008;575,7
Ambos sexos;06 Cantabria;Total;2007;567,5
Ambos sexos;06 Cantabria;Total;2006;559,3
Ambos sexos;06 Cantabria;Española;2022;539,8
Ambos sexos;06 Cantabria;Española;2021;541,1
Ambos sexos;06 Cantabria;Española;2020;543,3
Ambos sexos;06 Cantabria;Española;2019;544,4
Ambos sexos;06 Cantabria;Española;2018;545,4
Ambos sexos;06 Cantabria;Española;2017;546,7
Ambos sexos;06 Cantabria;Española;2016;549,4
Ambos sexos;06 Cantabria;Española;2015;550
Ambos sexos;06 Cantabria;Española;2014;550,3
Ambos sexos;06 Cantabria;Española;2013;550,9
Ambos sexos;06 Cantabria;Española;2012;550,6
Ambos sexos;06 Cantabria;Española;2011;551
Ambos sexos;06 Cantabria;Española;2010;547,4
Ambos sexos;06 Cantabria;Española;2009;545,9
Ambos sexos;06 Cantabria;Española;2008;543,7
Ambos sexos;06 Cantabria;Española;2007;540,2
Ambos sexos;06 Cantabria;Española;2006;536,9
Ambos sexos;06 Cantabria;Extranjera: Total;2022;38,6
Ambos sexos;06 Cantabria;Extranjera: Total;2021;36,5
Ambos sexos;06 Cantabria;Extranjera: Total;2020;33,3
Ambos sexos;06 Cantabria;Extranjera: Total;2019;31,6
Ambos sexos;06 Cantabria;Extranjera: Total;2018;29,9
Ambos sexos;06 Cantabria;Extranjera: Total;2017;28,7
Ambos sexos;06 Cantabria;Extranjera: Total;2016;26,9
Ambos sexos;06 Cantabria;Extranjera: Total;2015;28,4
Ambos sexos;06 Cantabria;Extranjera: Total;2014;30,3
Ambos sexos;06 Cantabria;Extranjera: Total;2013;32
Ambos sexos;06 Cantabria;Extranjera: Total;2012;34,8
Ambos sexos;06 Cantabria;Extranjera: Total;2011;34,9
Ambos sexos;06 Cantabria;Extranjera: Total;2010;36,7
Ambos sexos;06 Cantabria;Extranjera: Total;2009;35,4
Ambos sexos;06 Cantabria;Extranjera: Total;2008;32
Ambos sexos;06 Cantabria;Extranjera: Total;2007;27,3
Ambos sexos;06 Cantabria;Extranjera: Total;2006;22,4
Ambos sexos;06 Cantabria;Extranjera: Unión Europea;2022;9,2
Ambos sexos;06 Cantabria;Extranjera: Unión Europea;2021;10,1
Ambos sexos;06 Cantabria;Extranjera: Unión Europea;2020;9,9
Ambos sexos;06 Cantabria;Extranjera: Unión Europea;2019;11,4
Ambos sexos;06 Cantabria;Extranjera: Unión Europea;2018;9,2
Ambos sexos;06 Cantabria;Extranjera: Unión Europea;2017;7,9
Ambos sexos;06 Cantabria;Extranjera: Unión Europea;2016;7
Ambos sexos;06 Cantabria;Extranjera: Unión Europea;2015;6,7
Ambos sexos;06 Cantabria;Extranjera: Unión Europea;2014;8,1
Ambos sexos;06 Cantabria;Extranjera: Unión Europea;2013;11,3
Ambos sexos;06 Cantabria;Extranjera: Unión Europea;2012;12
Ambos sexos;06 Cantabria;Extranjera: Unión Europea;2011;10,9
Ambos sexos;06 Cantabria;Extranjera: Unión Europea;2010;10,3
Ambos sexos;06 Cantabria;Extranjera: Unión Europea;2009;9,7
Ambos sexos;06 Cantabria;Extranjera: Unión Europea;2008;9,1
Ambos sexos;06 Cantabria;Extranjera: Unión Europea;2007;6,6
Ambos sexos;06 Cantabria;Extranjera: Unión Europea;2006;1,7
Ambos sexos;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2022;29,4
Ambos sexos;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2021;26,5
Ambos sexos;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2020;23,4
Ambos sexos;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2019;20,2
Ambos sexos;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2018;20,7
Ambos sexos;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2017;20,8
Ambos sexos;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2016;19,9
Ambos sexos;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2015;21,7
Ambos sexos;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2014;22,2
Ambos sexos;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2013;20,7
Ambos sexos;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2012;22,8
Ambos sexos;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2011;24
Ambos sexos;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2010;26,3
Ambos sexos;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2009;25,7
Ambos sexos;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2008;22,9
Ambos sexos;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2007;20,7
Ambos sexos;06 Cantabria;Extranjera: No pertenecientes a la Unión Europea;2006;20,8
Ambos sexos;07 Castilla y León;Total;2022;2.322,3
Ambos sexos;07 Castilla y León;Total;2021;2.328,6
Ambos sexos;07 Castilla y León;Total;2020;2.342,9
Ambos sexos;07 Castilla y León;Total;2019;2.351,9
Ambos sexos;07 Castilla y León;Total;2018;2.359,8
Ambos sexos;07 Castilla y León;Total;2017;2.378,4
Ambos sexos;07 Castilla y León;Total;2016;2.396,9
Ambos sexos;07 Castilla y León;Total;2015;2.415,9
Ambos sexos;07 Castilla y León;Total;2014;2.432,5
Ambos sexos;07 Castilla y León;Total;2013;2.455,1
Ambos sexos;07 Castilla y León;Total;2012;2.476,4
Ambos sexos;07 Castilla y León;Total;2011;2.491,9
Ambos sexos;07 Castilla y León;Total;2010;2.498,2
Ambos sexos;07 Castilla y León;Total;2009;2.502,4
Ambos sexos;07 Castilla y León;Total;2008;2.502,8
Ambos sexos;07 Castilla y León;Total;2007;2.487,8
Ambos sexos;07 Castilla y León;Total;2006;2.464,5
Ambos sexos;07 Castilla y León;Española;2022;2.162,6
Ambos sexos;07 Castilla y León;Española;2021;2.177,4
Ambos sexos;07 Castilla y León;Española;2020;2.203,9
Ambos sexos;07 Castilla y León;Española;2019;2.214,6
Ambos sexos;07 Castilla y León;Española;2018;2.229
Ambos sexos;07 Castilla y León;Española;2017;2.257,4
Ambos sexos;07 Castilla y León;Española;2016;2.269,6
Ambos sexos;07 Castilla y León;Española;2015;2.286,1
Ambos sexos;07 Castilla y León;Española;2014;2.302,7
Ambos sexos;07 Castilla y León;Española;2013;2.312,3
Ambos sexos;07 Castilla y León;Española;2012;2.326,1
Ambos sexos;07 Castilla y León;Española;2011;2.337,8
Ambos sexos;07 Castilla y León;Española;2010;2.343,5
Ambos sexos;07 Castilla y León;Española;2009;2.350,9
Ambos sexos;07 Castilla y León;Española;2008;2.355
Ambos sexos;07 Castilla y León;Española;2007;2.362,7
Ambos sexos;07 Castilla y León;Española;2006;2.362,8
Ambos sexos;07 Castilla y León;Extranjera: Total;2022;159,7
Ambos sexos;07 Castilla y León;Extranjera: Total;2021;151,2
Ambos sexos;07 Castilla y León;Extranjera: Total;2020;139
Ambos sexos;07 Castilla y León;Extranjera: Total;2019;137,3
Ambos sexos;07 Castilla y León;Extranjera: Total;2018;130,8
Ambos sexos;07 Castilla y León;Extranjera: Total;2017;121
Ambos sexos;07 Castilla y León;Extranjera: Total;2016;127,4
Ambos sexos;07 Castilla y León;Extranjera: Total;2015;129,8
Ambos sexos;07 Castilla y León;Extranjera: Total;2014;129,8
Ambos sexos;07 Castilla y León;Extranjera: Total;2013;142,8
Ambos sexos;07 Castilla y León;Extranjera: Total;2012;150,3
Ambos sexos;07 Castilla y León;Extranjera: Total;2011;154,1
Ambos sexos;07 Castilla y León;Extranjera: Total;2010;154,6
Ambos sexos;07 Castilla y León;Extranjera: Total;2009;151,5
Ambos sexos;07 Castilla y León;Extranjera: Total;2008;147,9
Ambos sexos;07 Castilla y León;Extranjera: Total;2007;125,1
Ambos sexos;07 Castilla y León;Extranjera: Total;2006;101,7
Ambos sexos;07 Castilla y León;Extranjera: Unión Europea;2022;69,8
Ambos sexos;07 Castilla y León;Extranjera: Unión Europea;2021;65,1
Ambos sexos;07 Castilla y León;Extranjera: Unión Europea;2020;62,6
Ambos sexos;07 Castilla y León;Extranjera: Unión Europea;2019;66,6
Ambos sexos;07 Castilla y León;Extranjera: Unión Europea;2018;76,6
Ambos sexos;07 Castilla y León;Extranjera: Unión Europea;2017;70,6
Ambos sexos;07 Castilla y León;Extranjera: Unión Europea;2016;68,8
Ambos sexos;07 Castilla y León;Extranjera: Unión Europea;2015;64,8
Ambos sexos;07 Castilla y León;Extranjera: Unión Europea;2014;62,3
Ambos sexos;07 Castilla y León;Extranjera: Unión Europea;2013;62,4
Ambos sexos;07 Castilla y León;Extranjera: Unión Europea;2012;56,9
Ambos sexos;07 Castilla y León;Extranjera: Unión Europea;2011;63,5
Ambos sexos;07 Castilla y León;Extranjera: Unión Europea;2010;64,2
Ambos sexos;07 Castilla y León;Extranjera: Unión Europea;2009;64
Ambos sexos;07 Castilla y León;Extranjera: Unión Europea;2008;69,8
Ambos sexos;07 Castilla y León;Extranjera: Unión Europea;2007;54,8
Ambos sexos;07 Castilla y León;Extranjera: Unión Europea;2006;11,2
Ambos sexos;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2022;89,9
Ambos sexos;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2021;86,2
Ambos sexos;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2020;76,4
Ambos sexos;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2019;70,6
Ambos sexos;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2018;54,1
Ambos sexos;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2017;50,4
Ambos sexos;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2016;58,6
Ambos sexos;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2015;65,1
Ambos sexos;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2014;67,5
Ambos sexos;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2013;80,4
Ambos sexos;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2012;93,4
Ambos sexos;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2011;90,7
Ambos sexos;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2010;90,5
Ambos sexos;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2009;87,5
Ambos sexos;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2008;78
Ambos sexos;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2007;70,3
Ambos sexos;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2006;90,5
Ambos sexos;08 Castilla - La Mancha;Total;2022;2.027,9
Ambos sexos;08 Castilla - La Mancha;Total;2021;2.021,7
Ambos sexos;08 Castilla - La Mancha;Total;2020;2.020
Ambos sexos;08 Castilla - La Mancha;Total;2019;2.012,2
Ambos sexos;08 Castilla - La Mancha;Total;2018;2.003,5
Ambos sexos;08 Castilla - La Mancha;Total;2017;2.009,3
Ambos sexos;08 Castilla - La Mancha;Total;2016;2.017,1
Ambos sexos;08 Castilla - La Mancha;Total;2015;2.027,8
Ambos sexos;08 Castilla - La Mancha;Total;2014;2.038,2
Ambos sexos;08 Castilla - La Mancha;Total;2013;2.055,7
Ambos sexos;08 Castilla - La Mancha;Total;2012;2.071,5
Ambos sexos;08 Castilla - La Mancha;Total;2011;2.076,2
Ambos sexos;08 Castilla - La Mancha;Total;2010;2.065,4
Ambos sexos;08 Castilla - La Mancha;Total;2009;2.051,7
Ambos sexos;08 Castilla - La Mancha;Total;2008;2.027,9
Ambos sexos;08 Castilla - La Mancha;Total;2007;1.982,9
Ambos sexos;08 Castilla - La Mancha;Total;2006;1.923,1
Ambos sexos;08 Castilla - La Mancha;Española;2022;1.826,8
Ambos sexos;08 Castilla - La Mancha;Española;2021;1.820,6
Ambos sexos;08 Castilla - La Mancha;Española;2020;1.839,2
Ambos sexos;08 Castilla - La Mancha;Española;2019;1.841,2
Ambos sexos;08 Castilla - La Mancha;Española;2018;1.841,8
Ambos sexos;08 Castilla - La Mancha;Española;2017;1.852,5
Ambos sexos;08 Castilla - La Mancha;Española;2016;1.858,9
Ambos sexos;08 Castilla - La Mancha;Española;2015;1.865,4
Ambos sexos;08 Castilla - La Mancha;Española;2014;1.864
Ambos sexos;08 Castilla - La Mancha;Española;2013;1.873,2
Ambos sexos;08 Castilla - La Mancha;Española;2012;1.879,1
Ambos sexos;08 Castilla - La Mancha;Española;2011;1.877,1
Ambos sexos;08 Castilla - La Mancha;Española;2010;1.865,5
Ambos sexos;08 Castilla - La Mancha;Española;2009;1.849,9
Ambos sexos;08 Castilla - La Mancha;Española;2008;1.829,8
Ambos sexos;08 Castilla - La Mancha;Española;2007;1.813,1
Ambos sexos;08 Castilla - La Mancha;Española;2006;1.790,7
Ambos sexos;08 Castilla - La Mancha;Extranjera: Total;2022;201,1
Ambos sexos;08 Castilla - La Mancha;Extranjera: Total;2021;201,1
Ambos sexos;08 Castilla - La Mancha;Extranjera: Total;2020;180,8
Ambos sexos;08 Castilla - La Mancha;Extranjera: Total;2019;171
Ambos sexos;08 Castilla - La Mancha;Extranjera: Total;2018;161,7
Ambos sexos;08 Castilla - La Mancha;Extranjera: Total;2017;156,8
Ambos sexos;08 Castilla - La Mancha;Extranjera: Total;2016;158,2
Ambos sexos;08 Castilla - La Mancha;Extranjera: Total;2015;162,3
Ambos sexos;08 Castilla - La Mancha;Extranjera: Total;2014;174,2
Ambos sexos;08 Castilla - La Mancha;Extranjera: Total;2013;182,5
Ambos sexos;08 Castilla - La Mancha;Extranjera: Total;2012;192,4
Ambos sexos;08 Castilla - La Mancha;Extranjera: Total;2011;199,1
Ambos sexos;08 Castilla - La Mancha;Extranjera: Total;2010;199,9
Ambos sexos;08 Castilla - La Mancha;Extranjera: Total;2009;201,8
Ambos sexos;08 Castilla - La Mancha;Extranjera: Total;2008;198,1
Ambos sexos;08 Castilla - La Mancha;Extranjera: Total;2007;169,8
